Fecha,Tipo,Descripción,Cant.,P. Unit,Ingreso,Gasto,Boo,Efeo,USD,USDT
8/6/2025,ajuste,banco bs,,,,,Bs 2585.00,,,
8/6/2025,ajuste,efectivo bs,,,,,,Bs 310.00,,
8/6/2025,ajuste,usd,,,,,,,,$30.00,
8/6/2025,ajuste,usdt,,,,,,,,,$90.00
9/6/2025,venta,namdom - impresion a color,1,20.00,20.00,,Bs 20.00,,,
9/6/2025,venta,namdom - foto a4,1,70.00,70.00,,Bs 70.00,,
9/6/2025,venta,namdom - impresion a color,2,15.00,30.00,,Bs 30.00,,
9/6/2025,venta,namdom - impresion a color,2,25.00,50.00,,Bs 50.00,,
9/6/2025,venta,na - impresion a color,1,25.00,25.00,,Bs 25.00,,
9/6/2025,venta,namdom - impresion a color,2,15.00,30.00,,,Bs 30.00,,
9/6/2025,venta,maler - impresion a color,5,20.00,100.00,,,Bs 100.00,,
9/6/2025,venta,namdom - impresion a color,1,25.00,25.00,,Bs 25.00,,
